# q = 3
# Integers covered = [1, 2150418490766337)
# 2150418490766337 ~ 3^32.14
# every order is realizable with ordinary AV
# every order is realizable with squarefree AV
# total wall time = 29.24 seconds
#
# Each line has the following format:
# a:b:c:pol:r:mu_ord_lower:construction
# where:
# - a, b, c, r are integers
# - pol is a list of lists of integers, each list represents a monic Weil polynomial of degree 2n given by their n+1 leading coefficients,
# - mu_ord_lower is a real number
# - construction is a string in {'hat', 'logexp', 'exhaust', 'small'}
#
# For each (monic) Weil polynomial h(x) represented by pol we have h(1) = c.
# For construction is {logexp', 'exhaust', 'small'} we have mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# There are four cases, depending on the string construction:
# - 'hat'
# In this case, the row represents the output of Construction 9.5.
# Precisely, the list poly only represents one polynomial h(x) obtained via Construction 9.1,
# and the nth-coefficient of h is coprime to p.
# Let S_h be the set of integral polynomials obtained by integrally modifying
# the coefficients x^n, ..., x^(n + (r-1)) by at most floor(q/2) of h(x), and
# the lower coefficients accordingly to keep the q-symmetry.
# One can then realize every integer in [a, b) as f(1) with f in S_h.
# mu_ord_lower is a lower bound for mu_ord as defined in Section 9.
#
# - 'logexp'
# In this case, r=1, and poly  represents two Weil polynomials h0(x) and h1(x), such that
# (a) h0^[n] != h1^[n] mod p, and thus every number in [a, b) may be represented by an order of
# a squarefree ordinary abelian variety.
# (b) {h0, h1} < {g, g^+, g^-}, where g(x) = hat(h(x)) where h(x) is the polynomial
# produced by Construction 9.1 Steps 1-5, and g^+/- =  g(x) +/- (qx^{n-1} - (q+1)x^n + x^{n+1}).
# Furthermore, mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# - 'exhaust'
# As in 'logexp', but condition (b) is replaced with:
# (b') h0 and h1 have the same (n-1) leading coefficients as hat(h(x))
#
# - 'small'
# In this case the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 2, then condition (a) from 'logexp' holds and the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 1, ordinariness or squarefreeness might fail.
#
1:2:1:[[1]]:0:0:small
2:4:3:[[1, -1], [1, -4, 9]]:1:0:small
3:7:4:[[1, -3, 6], [1, -2, 2]]:1:0:logexp
5:13:8:[[1, -1, 2], [1, 0, -2]]:1:0:logexp
9:12:10:[[1, -3, 4, -4], [1, -3, 5, -8]]:1:0:logexp
11:16:13:[[1, -2, 0, 5], [1, -2, 1, 1]]:1:0:logexp
14:25:17:[[1, -1, -1, 3], [1, -1, 0, -1]]:1:0:logexp
18:31:25:[[1, 0, -1, 1], [1, 0, 0, -3]]:1:0:logexp
26:32:28:[[1, -3, 4, -4, 6], [1, -3, 4, -3, 2]]:1:0:logexp
29:37:33:[[1, -3, 5, -6, 9], [1, -3, 5, -5, 5]]:1:0:logexp
34:44:39:[[1, -2, 1, 1, -1], [1, -2, 1, 2, -5]]:1:0:logexp
40:55:46:[[1, -2, 3, -4, 6], [1, -2, 3, -3, 2]]:1:0:logexp
47:66:54:[[1, -1, 0, 0, 0], [1, -1, 0, 1, -4]]:1:0:logexp
55:56:55:[[1, -1, 0, 0, 1]]:0:0.0633833718789870:hat
56:79:66:[[1, -1, 2, -4, 8], [1, -1, 2, -3, 4]]:1:0:logexp
67:68:67:[[1, -1, 2, -2, 1]]:0:0.0191838569681030:hat
68:91:74:[[1, 0, -1, 0, 2], [1, 0, -1, 1, -2]]:1:0:logexp
75:88:81:[[1, 0, 0, 0, -1]]:2:0.529772132492345:hat
82:87:84:[[1, 0, 0, 1, -2]]:1:0.281766487206914:hat
85:90:87:[[1, 0, 1, -1, -1]]:1:0.130916311179000:hat
88:100:93:[[1, -3, 5, -6, 3, 3], [1, -3, 5, -6, 4, -1]]:1:0:logexp
94:110:102:[[1, -3, 6, -10, 13, -16], [1, -3, 6, -10, 14, -20]]:1:0:logexp
103:108:105:[[1, 1, 0, -1, -1]]:1:0.132391353940961:hat
106:123:113:[[1, -2, 1, 1, -2, 3], [1, -2, 1, 1, -1, -1]]:1:0:logexp
114:134:121:[[1, -2, 2, -2, 2, -3], [1, -2, 2, -2, 3, -7]]:1:0:logexp
122:123:122:[[1, -2, 2, -2, 2, -2]]:0:0.0457269702086456:hat
123:124:123:[[1, -2, 2, -2, 3, -5]]:0:0.0606130364549020:hat
124:125:124:[[1, -2, 2, -1, -1, 2]]:0:0.0331437864252866:hat
125:130:127:[[1, -2, 2, -1, 0, 1]]:1:0.0999555467623806:hat
128:133:130:[[1, -2, 2, 0, -2, 2]]:1:0.114482765044026:hat
131:136:133:[[1, -2, 3, -5, 8, -13]]:1:0.0976993745795590:hat
134:139:136:[[1, -2, 3, -4, 4, -4]]:1:0.152232316394140:hat
137:142:139:[[1, -2, 3, -3, 1, 1]]:1:0.171642660722341:hat
140:145:142:[[1, -2, 3, -3, 3, -4]]:1:0.124119372500730:hat
143:144:143:[[1, -2, 3, -3, 4, -7]]:0:0.0341239109792547:hat
144:149:146:[[1, -2, 3, -2, 0, 2]]:1:0.112014837974710:hat
147:152:149:[[1, -1, -1, 2, -1, -1]]:1:0.0916192799396580:hat
150:155:152:[[1, -1, -1, 2, 0, -2]]:1:0.170655376095748:hat
153:158:155:[[1, -1, -1, 3, -2, -1]]:1:0.172958258558412:hat
156:161:158:[[1, -1, 0, -1, 2, -2]]:1:0.148860662461725:hat
159:172:165:[[1, -1, 0, 0, 1, -1]]:2:0.256997462791709:hat
166:199:182:[[1, -1, 1, -1, 1, -2]]:3:0.371082884683938:hat
183:196:189:[[1, -1, 1, 0, 0, -1]]:2:0.320041096520936:hat
190:203:196:[[1, -1, 2, -3, 3, -4]]:2:0.253986401465015:hat
197:230:213:[[1, 0, -1, -1, 2, -1]]:3:0.374196236842193:hat
214:227:220:[[1, 0, -1, 0, 2, -4]]:2:0.361717787380437:hat
221:254:237:[[1, 0, 0, -1, 1, -1]]:3:0.479030268428451:hat
238:271:254:[[1, 0, 0, 1, 1, -4]]:3:0.445510579991407:hat
56585655:58180004:57382829:[[1, -2, 1, 0, 0, 0, 0, -1, 3, -1, -4, 3, 2, -2, 1, -5, 7, -7]]:13:0.178552913719770:hat
57382830:58977179:58180004:[[1, -2, 1, 0, 1, -2, 2, -2, 0, 4, -5, 2, -1, 5, -10, 11, -7, 4]]:13:0.205138327561964:hat
58180005:59774354:58977179:[[1, -2, 1, 1, -3, 3, 1, -4, 2, 3, -8, 6, 4, -10, 7, 3, -11, 11]]:13:0.209150677735515:hat
58977180:60571529:59774354:[[1, -2, 1, 1, -2, 2, -2, 1, 2, -5, 6, -4, -2, 9, -11, 6, 2, -10]]:13:0.229185055779014:hat
59774355:64557352:62165853:[[1, -2, 1, 2, -4, 3, 1, -5, 7, -5, -2, 9, -8, 0, 7, -7, 3, -1]]:14:0.286622313712391:hat
62165854:66948851:64557352:[[1, -2, 2, -2, 2, -2, 2, -2, 1, -1, 2, -1, 0, 1, -3, 4, -3, 2]]:14:0.263146462926181:hat
64557353:69340350:66948851:[[1, -2, 2, -1, 0, 0, 0, 0, -1, 1, 1, -4, 6, -5, 4, -4, 5, -7]]:14:0.314078933071416:hat
66948852:71731849:69340350:[[1, -2, 2, 0, -2, 1, 3, -6, 4, 0, -1, -2, 4, -2, -1, -1, 6, -10]]:14:0.380548498607973:hat
69340351:74123348:71731849:[[1, -2, 3, -4, 4, -4, 4, -4, 3, -2, -1, 6, -11, 16, -19, 21, -23, 31]]:14:0.350848574996790:hat
71731850:76514847:74123348:[[1, -2, 3, -3, 2, -2, 2, -2, 0, 4, -6, 6, -3, 2, -4, 5, -3, -4]]:14:0.407252113527920:hat
74123349:78906346:76514847:[[1, -2, 3, -2, -1, 5, -8, 7, -3, -4, 9, -11, 9, -3, -3, 10, -14, 19]]:14:0.399583510557059:hat
76514848:81297845:78906346:[[1, -1, -1, 2, -2, 1, 3, -6, 4, 1, -7, 10, -5, -4, 11, -14, 7, 4]]:14:0.342640335090226:hat
78906347:83689344:81297845:[[1, -1, -1, 2, 1, -4, 2, 5, -7, -2, 12, -6, -13, 19, 5, -30, 15, 19]]:14:0.422573332317536:hat
81297846:86080843:83689344:[[1, -1, 0, -1, 2, -2, 2, -2, 1, -1, 2, -1, 1, -1, -1, 0, 5, -10]]:14:0.366617815644593:hat
83689345:88472342:86080843:[[1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 1, -1, 1, -2, 1, 2, -7]]:14:0.418245921303007:hat
86080844:100429781:93255312:[[1, -1, 1, -2, 2, -2, 2, -2, 1, -1, 2, -1, 1, -1, 1, -2, 2, -4]]:15:0.507694314726155:hat
93255313:107604250:100429781:[[1, -1, 1, 0, 0, 0, 0, 0, -1, 2, -3, 1, -1, 2, -4, 1, 3, -5]]:15:0.575853086592193:hat
100429782:114778719:107604250:[[1, -1, 2, -2, 2, -2, 2, -2, 1, 0, -2, 3, -3, 3, -2, 2, 0, -4]]:15:0.561146386382546:hat
107604251:150651004:129127627:[[1, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 1, -1, 1, 1, -1, 1, -5]]:16:0.976752132974694:hat
129127628:130721977:129924802:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -4, 8, -9, 6, -1, -6, 12, -12, 7, -4]]:13:0.128861278726790:hat
129924803:131519152:130721977:[[1, -3, 4, -4, 5, -7, 8, -8, 7, -4, 1, 1, -4, 8, -10, 11, -14, 16, -19]]:13:0.125398996871666:hat
130721978:132316327:131519152:[[1, -3, 4, -4, 5, -6, 6, -6, 5, -2, -1, 3, -6, 10, -11, 8, -4, 0, 2]]:13:0.142568145298277:hat
131519153:133113502:132316327:[[1, -3, 4, -4, 6, -10, 12, -13, 17, -21, 22, -26, 35, -41, 45, -56, 68, -73, 95]]:13:0.139560202485924:hat
132316328:137099325:134707826:[[1, -3, 4, -3, 1, 1, -2, 2, -3, 6, -9, 10, -7, -1, 10, -13, 10, -7, 8]]:14:0.152006091658083:hat
134707827:139490824:137099325:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -19, 28, -36, 37, -39, 52, -70, 79, -78, 95]]:14:0.171923286755219:hat
137099326:141882323:139490824:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 4, 1, -6, 6, -1, -2, -3, 13, -16, 14]]:14:0.171756309791027:hat
139490825:144273822:141882323:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 9, 0, -9, 14, -17, 20, -20, 12, 3, -19]]:14:0.184932248427788:hat
141882324:143476673:142679498:[[1, -3, 5, -7, 7, -3, -4, 11, -14, 11, -1, -12, 19, -15, 1, 17, -29, 26, -20]]:13:0.149100068255544:hat
142679499:144273848:143476673:[[1, -3, 5, -7, 8, -8, 8, -8, 7, -4, 1, 1, -3, 4, -4, 3, 1, -7, 13]]:13:0.150475936142354:hat
143476674:148259671:145868172:[[1, -3, 5, -7, 9, -10, 10, -10, 9, -6, 3, -1, -1, 2, -2, 3, -5, 7, -10]]:14:0.180316003778085:hat
145868173:150651170:148259671:[[1, -3, 5, -6, 4, 2, -10, 17, -20, 17, -7, -7, 20, -29, 31, -24, 13, -2, -7]]:14:0.188371310637572:hat
148259672:153042669:150651170:[[1, -3, 5, -6, 6, -6, 6, -6, 5, -2, -1, 2, 0, -2, 3, -5, 10, -19, 32]]:14:0.202656747802930:hat
150651171:155434168:153042669:[[1, -3, 5, -6, 7, -8, 7, -3, -1, 4, -8, 13, -13, 6, 2, -6, 9, -11, 11]]:14:0.226878019836353:hat
153042670:157825667:155434168:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -4, 8, -9, 6, 1, -11, 17, -13, 1, 10]]:14:0.233703194180560:hat
155434169:160217166:157825667:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -9, 11, -17, 22, -24, 26, -28, 28, -28, 37]]:14:0.238252589850489:hat
157825668:162608665:160217166:[[1, -3, 6, -10, 13, -14, 13, -8, -1, 13, -29, 46, -59, 67, -65, 49, -23, -13, 50]]:14:0.222248715908221:hat
160217167:174566104:167391635:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -13, 14, -16, 18, -20, 22, -23, 25, -27, 37]]:15:0.266274133298638:hat
167391636:172174633:169783134:[[1, -2, 1, -1, 4, -6, 6, -6, 6, -8, 12, -12, 6, -2, 5, -6, -2, 14, -28]]:14:0.184947585404650:hat
169783135:174566132:172174633:[[1, -2, 1, 0, 0, 0, 0, 0, -1, 4, -6, 3, 2, -3, 3, -5, 5, -6, 11]]:14:0.177977919553485:hat
172174634:176957631:174566132:[[1, -2, 1, 0, 1, -2, 2, -2, 1, 2, -4, 1, 4, -4, 0, 1, 2, -5, 8]]:14:0.207729012563233:hat
174566133:179349130:176957631:[[1, -2, 1, 1, -3, 3, 1, -4, 3, 1, -7, 6, 4, -12, 13, -3, -12, 14, -11]]:14:0.211386537246981:hat
176957632:181740629:179349130:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 0, 4, -5, 3, 0, -4, 7, -5, 0, 2]]:14:0.228976545559874:hat
179349131:193698068:186523599:[[1, -2, 1, 2, -4, 3, 1, -4, 3, -1, 2, -3, 0, 7, -12, 6, 9, -17, 17]]:15:0.288036714282504:hat
186523600:200872537:193698068:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -3, 3, -1, 0, -1, 1, 1, -2, 2, -2]]:15:0.265133278908321:hat
193698069:208047006:200872537:[[1, -2, 2, -1, 0, 0, 0, 0, 0, -1, 1, 1, -2, 0, 4, -4, 2, -1, 1]]:15:0.316961577605392:hat
200872538:215221475:208047006:[[1, -2, 2, 0, -2, 1, 3, -6, 4, 3, -8, 4, 6, -11, 2, 12, -14, 0, 14]]:15:0.381826004149056:hat
208047007:222395944:215221475:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -5, 6, -8, 10, -11, 12, -11, 11, -11, 13]]:15:0.353823930843341:hat
215221476:229570413:222395944:[[1, -2, 3, -3, 2, -2, 2, -2, 1, 2, -5, 7, -8, 8, -10, 12, -12, 8, -4]]:15:0.408376409134760:hat
222395945:236744882:229570413:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -7, 15, -19, 15, -2, -16, 33, -39, 29, -19]]:15:0.399437699148791:hat
229570414:243919351:236744882:[[1, -1, -1, 2, -2, 1, 3, -5, 0, 5, -4, 1, 6, -10, -1, 13, -9, -4, 16]]:15:0.343671152517316:hat
236744883:251093820:243919351:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -4, 0, 4, -1, -2, 0, 4, -2, -4, 7]]:15:0.410760517862381:hat
243919352:258268289:251093820:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -3, 3, -1, 0, 0, -1, 3, -4, 6, -10]]:15:0.368516372439818:hat
251093821:265442758:258268289:[[1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, -2, 2, -2, 1, 1, -1, -1]]:15:0.420052475398850:hat
258268290:301315043:279791666:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -3, 3, -2, 4, -3, 0, 1, -3, 5, -10]]:16:0.510128412503967:hat
279791667:322838420:301315043:[[1, -1, 1, 0, 0, 0, 0, 0, 0, -1, 2, -3, 2, -1, -1, -1, 2, -3, 5]]:16:0.577842937161674:hat
301315044:344361797:322838420:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -3, 4, -6, 8, -8, 8, -6, 6, -5, 2]]:16:0.557859176406298:hat
322838421:451978618:387408519:[[1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, -1, -1, -1, 1, -1, 0, 1]]:17:0.988421809824484:hat
387408520:392191517:389800018:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -3, 6, -9, 11, -12, 12, -10, 7, -5, 5, -8]]:14:0.130486593491844:hat
389800019:394583016:392191517:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -9, 12, -14, 12, -11, 16, -20, 17, -13, 15, -25]]:14:0.125470552578451:hat
392191518:396974515:394583016:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -7, 10, -13, 15, -15, 12, -11, 13, -12, 9, -10]]:14:0.142910630432486:hat
394583017:399366014:396974515:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -26, 32, -36, 44, -57, 68, -73, 79, -93, 108, -143]]:14:0.140336079474303:hat
396974516:411323453:404148984:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 1, 2, -5, 7, -7, 3, 4, -11, 16, -16, 16]]:15:0.152203013599698:hat
404148985:418497922:411323453:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 20, -23, 25, -25, 21, -14, 8, -1, -14, 35]]:15:0.172709618431949:hat
411323454:425672391:418497922:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 5, -1, -7, 17, -24, 22, -8, -13, 30, -34, 38]]:15:0.173444914508826:hat
418497923:432846860:425672391:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 10, -3, -4, 11, -21, 32, -32, 17, 5, -22, 37]]:15:0.185369145598320:hat
425672392:430455389:428063890:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 20, -11, -5, 23, -37, 38, -23, -1, 26, -44, 62]]:14:0.146335959094355:hat
428063891:432846888:430455389:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -9, 12, -15, 17, -17, 15, -15, 17, -20, 23, -31]]:14:0.150933025415116:hat
430455390:444804327:437629858:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -11, 14, -17, 20, -25, 30, -33, 36, -40, 45, -62]]:15:0.180651153095829:hat
437629859:451978796:444804327:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, -1, -14, 26, -28, 20, -6, -9, 18, -18, 17]]:15:0.187009881041237:hat
444804328:459153265:451978796:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -7, 10, -13, 15, -16, 18, -20, 21, -23, 27, -40]]:15:0.202756341323328:hat
451978797:466327734:459153265:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 3, -2, 2, -7, 10, -2, -10, 13, -12, 19]]:15:0.226554927893694:hat
459153266:473502203:466327734:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -3, 5, -4, 3, -4, 6, -7, 4, 5, -14, 20]]:15:0.233030792673849:hat
466327735:480676672:473502203:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 8, -11, 12, -8, 3, -2, 6, -10, 11, -13]]:15:0.240078707779383:hat
473502204:487851141:480676672:[[1, -3, 6, -10, 13, -14, 13, -8, -1, 14, -32, 53, -74, 91, -97, 87, -57, 7, 61, -142]]:15:0.223897701363114:hat
480676673:523723426:502200049:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 10, -4, -6, 17, -25, 27, -25, 23, -23, 31]]:16:0.268747838356059:hat
502200050:516548987:509374518:[[1, -2, 1, -1, 4, -6, 6, -6, 6, -7, 10, -12, 9, -2, -1, -4, 8, 0, -15, 26]]:15:0.186447489519199:hat
509374519:523723456:516548987:[[1, -2, 1, 0, 0, 0, 0, 0, 0, -1, 4, -6, 4, -1, 0, 0, 0, 0, 0, -1]]:15:0.178281213427692:hat
516548988:530897925:523723456:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -3, 6, -8, 6, -4, 8, -14, 13, -7, 7, -16]]:15:0.208144764067008:hat
523723457:538072394:530897925:[[1, -2, 1, 1, -3, 3, 1, -4, 4, -4, 3, -2, -1, 8, -11, 6, 5, -17, 21, -25]]:15:0.211543924969155:hat
530897926:545246863:538072394:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 1, 2, -4, 2, 1, -1, -2, 4, -3, 4, -10]]:15:0.229859491207487:hat
538072395:581119148:559595771:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 0, 0, -3, 4, 1, -9, 12, -6, -5, 12, -17]]:16:0.286739922361948:hat
559595772:602642525:581119148:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, -1, 3, -3, 3, -5, 6, -7, 10, -16]]:16:0.266724112479879:hat
581119149:624165902:602642525:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, -1, 1, 2, -6, 8, -5, 0, 2, -1, -1]]:16:0.318107441901400:hat
602642526:645689279:624165902:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -2, 2, -5, 6, -2, -1, -3, 14, -21, 17, -14]]:16:0.382554828581896:hat
624165903:667212656:645689279:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 3, -2, 0, 4, -9, 16, -23, 28, -32, 43]]:16:0.355553935579645:hat
645689280:688736033:667212656:[[1, -2, 3, -3, 2, -2, 2, -2, 1, 2, -3, 3, 0, -3, 3, -3, 1, -1, 1, 2]]:16:0.412801011061714:hat
667212657:710259410:688736033:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 12, -13, 6, 6, -17, 21, -12, -6, 27, -47]]:16:0.397041206279134:hat
688736034:731782787:710259410:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 3, 0, -3, 2, 1, -1, 1, -3, 4]]:16:0.340257042576039:hat
710259411:753306164:731782787:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -2, 4, 2, -4, 0, 3, -2, 0, 3, -7]]:16:0.412229190118142:hat
731782788:774829541:753306164:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -3, 5, -4, 4, -7, 7, -7, 9, -11, 12, -16]]:16:0.371774861687830:hat
753306165:796352918:774829541:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, -1, 1, 0, 0, -2, 1, -1]]:16:0.421698119635655:hat
774829542:903969739:839399640:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 0, -1, 1, -1, 2, -2, 2, -2, 4]]:17:0.510073173917493:hat
839399641:968539838:903969739:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 2, -3, 3, -2, 0, 1, -1, 0, 1]]:17:0.579083288887380:hat
903969740:1033109937:968539838:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, -1, 1, 0, -2, 4, -5, 6, -8]]:17:0.559712200192952:hat
968539839:1355960364:1162250101:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, -1, 1, 1, -1, 0, 0, -1]]:18:0.992600593503186:hat
1162250102:1176599039:1169424570:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 1, 2, -5, 8, -11, 11, -8, 5, -4, 6, -10]]:15:0.130483625434631:hat
1169424571:1183773508:1176599039:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 7, -4, 2, -3, 2, 3, -7, 9, -12, 14, -17]]:15:0.125656055172562:hat
1176599040:1190947977:1183773508:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -7, 11, -15, 15, -12, 9, -9, 12, -12, 10, -15, 26]]:15:0.143677660068254:hat
1183773509:1198122446:1190947977:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -31, 41, -52, 56, -62, 78, -91, 95, -106, 151]]:15:0.139820192938655:hat
1190947978:1233994731:1212471354:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -3, 6, -8, 6, -1, -5, 8, -7, 6, -7, 10]]:16:0.152085130432682:hat
1212471355:1255518108:1233994731:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 21, -26, 31, -36, 39, -36, 29, -25, 27, -28, 31]]:16:0.172497414027456:hat
1233994732:1277041485:1255518108:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 5, 0, -9, 16, -15, 7, 2, -8, 10, -9, 8, -10]]:16:0.174256734036211:hat
1255518109:1298564862:1277041485:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 10, -1, -12, 23, -26, 21, -10, -6, 26, -44, 53, -67]]:16:0.184495831135059:hat
1277041486:1291390423:1284215954:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 6, 7, -19, 26, -27, 24, -18, 9, 1, -10]]:15:0.146500369992100:hat
1284215955:1298564892:1291390423:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 7, -4, 1, 2, -5, 7, -9, 11, -12, 11, -13]]:15:0.151082830871282:hat
1291390424:1334437177:1312913800:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 9, -6, 3, 0, -3, 5, -7, 10, -12, 14, -22]]:16:0.180890331498083:hat
1312913801:1355960554:1334437177:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -17, 32, -38, 31, -10, -19, 44, -54, 44, -37]]:16:0.187990827760740:hat
1334437178:1377483931:1355960554:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 5, -2, 0, -2, 7, -12, 15, -18, 22, -25, 32]]:16:0.202478962176954:hat
1355960555:1399007308:1377483931:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 4, -5, 7, -12, 14, -6, -5, 10, -12, 17, -25]]:16:0.226430778934516:hat
1377483932:1420530685:1399007308:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 0, 7, -12, 8, 6, -21, 24, -10, -9, 16, -16]]:16:0.232753882913404:hat
1399007309:1442054062:1420530685:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -14, 17, -13, 7, -6, 9, -6, -4, 10, -11]]:16:0.241125839032476:hat
1420530686:1463577439:1442054062:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -16, 22, -25, 28, -30, 28, -22, 9, 14, -42, 74]]:16:0.222693731380289:hat
1442054063:1571194260:1506624161:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 11, -7, -1, 12, -22, 27, -24, 14, -2, -7, 13]]:17:0.269929574357667:hat
1506624162:1549670915:1528147538:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -18, 17, -23, 31, -35, 36, -37, 42, -50, 68]]:16:0.185292885771888:hat
1528147539:1571194292:1549670915:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, -1, 4, -6, 5, -4, 3, -2, 3, -3, 1, -1]]:16:0.178478095462755:hat
1549670916:1592717669:1571194292:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 1, 2, -4, 3, -3, 6, -7, 6, -8, 11, -16]]:16:0.208333882358914:hat
1571194293:1614241046:1592717669:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -7, 0, 6, -9, 12, -11, 2, 6, -7, 5]]:16:0.201911472348655:hat
1592717670:1635764423:1614241046:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 1, 3, -7, 7, -4, 1, 3, -8, 12, -14, 10, -4]]:16:0.231009081891666:hat
1614241047:1743381244:1678811145:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -5, 7, -5, -1, 10, -16, 12, 2, -15, 16, -13]]:17:0.286918928758013:hat
1678811146:1807951343:1743381244:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -5, 6, -6, 5, -3, 3, -3, 2]]:17:0.267036827052683:hat
1743381245:1872521442:1807951343:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, -1, 2, -3, 4, -4, 3, 1, -5, 6, -7]]:17:0.318625428158379:hat
1807951344:1937091541:1872521442:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 0, 5, -9, 9, -5, 2, -2, 5, -9, 14]]:17:0.381642481630945:hat
1872521443:2001661640:1937091541:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -5, 6, -7, 8, -8, 9, -11, 13, -14, 17]]:17:0.356378062865495:hat
1937091542:2066231739:2001661640:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -2, -1, 4, -7, 10, -9, 8, -6, 5, -10]]:17:0.407354673461670:hat
2001661641:2130801838:2066231739:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -16, 11, 1, -15, 24, -20, 6, 14, -27, 35]]:17:0.395480238559448:hat
